机构名称,机构类型,地址,电话,评分,营业时间,经度,纬度,城市,区县,POI_ID,数据来源
南昌树心心理咨询服务有限公司,心理咨询中心,高新技术产业开发区艾溪湖二路366号悦峰商务广场的世纪皇冠(北边)1栋1816室,15870684962;18679421330,3.7,,116.001471,28.688641,南昌市,青山湖区,B0H1M7XSHQ,试点地区搜索
瑞祥心理咨询,心理咨询中心,洪都北大道299号金域名都14栋1602室,18579053897;18942302919;18970036663,3.9,09:00-21:00,115.928488,28.674795,南昌市,青山湖区,B0LGGA00BO,试点地区搜索
合欢心理,其他,海棠北路青岚花园1栋1单元102室,19507010170,3.9,09:00-21:00,115.817824,28.748017,南昌市,新建区,B0LDLDLMLX,试点地区搜索
心语者幸福心理南昌服务站,其他,红谷滩区国际金融中心A座1612-1613,,3.8,,115.866970,28.690997,南昌市,红谷滩区,B0L65CLOG7,试点地区搜索
南昌品笑心理咨询中心,心理咨询中心,二七北路188号2栋1单元202室,19979161038,3.8,08:00-17:00,115.918852,28.685909,南昌市,东湖区,B0LRCZFIPB,试点地区搜索
沙探心空间朝阳洲店,其他,朝新路34号店铺,,4.0,,115.879956,28.668266,南昌市,西湖区,B0KRSGEUG3,试点地区搜索
懂你心理咨询,心理咨询中心,莲塘镇站西路166号2栋10室,19527514895,3.7,10:00-22:00,115.942464,28.548319,南昌市,南昌县,B0LD0AFG15,试点地区搜索
安肯心理咨询(阳明公园店),心理咨询中心,三纬路81号,,3.5,,115.893751,28.690794,南昌市,东湖区,B0LU9HCYPH,试点地区搜索
江西师范大学心理教育中心,其他,大学生活动中心二楼半,,,,116.031681,28.683260,南昌市,南昌县,B0KB3D5LPE,试点地区搜索
南昌市未成年人心理健康辅导中心,心理咨询中心,南湖路2号(民德路状元桥头),,4.4,09:00-20:00,115.894408,28.679963,南昌市,东湖区,B0FFG0GIJ4,试点地区搜索
秘盾心灵护航基地,其他,江西流量经济产业园2号楼8楼,13755788325;15270988862,3.6,09:30-17:00,115.977209,28.656838,南昌市,青山湖区,B0K135U5Z1,试点地区搜索
葛静心理工作室,其他,西湖区葛静心理工作室铂金公馆10楼,18979177565,3.8,10:00-18:00,115.864507,28.645992,南昌市,西湖区,B0K1D7BFCQ,试点地区搜索
友吾心理,其他,南京东路898号江西国信医药谷A座6楼601,0791-86662783,3.8,,115.954776,28.681358,南昌市,青山湖区,B0L1L5DMVM,试点地区搜索
知伊心理咨询工作室,心理咨询中心,富山东大道369号正和溪岸1栋1723,15979003665,2.4,24小时营业,115.912049,28.544715,南昌市,南昌县,B0HR04OMAF,试点地区搜索
艾洪心理,其他,金融大街1296号上海湾写字楼602,19254107683,4.2,08:00-21:00,115.854594,28.693707,南昌市,红谷滩区,B0LRHU90LR,试点地区搜索
江西乐行心理咨询中心,心理咨询中心,北京西路江西师范大学科技园物理楼305室,0791-88500312;18970025369,3.6,08:30-12:00 14:00-17:30,115.925175,28.675179,南昌市,东湖区,B0LBA5EWOK,试点地区搜索
星星知我心心理工作室,其他,红谷滩新区绿地卢塞恩小镇9栋3楼(警务室对面上楼梯左转),0791-86172177,3.8,09:00-17:00,115.803783,28.589013,南昌市,红谷滩区,B0JKVSMK7R,试点地区搜索
南昌大学第二附属医院(红角洲院区)神经外科一病区,其他,红谷滩区学府大道566号,,,,115.837640,28.660818,南昌市,红谷滩区,B0GU7CG714,试点地区搜索
南昌大学附属三三四医院精神科,三甲医院,新溪桥东二路97号南昌大学附属三三四医院,,,,115.927775,28.641775,南昌市,青云谱区,B03170TPFA,试点地区搜索
江西南大心理咨询师职业技能培训中心,心理咨询中心,南京东路399号天御国际14楼1401室,,3.8,,115.940934,28.682380,南昌市,青山湖区,B0H1AA2XQJ,试点地区搜索
江西科技学院心理健康中心,心理咨询中心,紫阳大道221号,,,,116.019502,28.678008,南昌市,南昌县,B0JAZ73NNN,试点地区搜索
江西中医药大学心理咨询指导中心,心理咨询中心,梅岭大道1688号,,3.9,,115.749360,28.676496,南昌市,新建区,B0LGJRCLAR,试点地区搜索
大学生心理健康教育与咨询中心,心理咨询中心,瑶湖西一路(江西水利电力大学),,3.4,,116.032365,28.687932,南昌市,南昌县,B0FFL505T5,试点地区搜索
江西旅游商贸职业学院-心灵驿站(心理健康教育与咨询中心),心理咨询中心,兴国路963号,,3.8,,115.788233,28.703040,南昌市,新建区,B0K04ARAAL,试点地区搜索
李清念心理咨询中心,心理咨询中心,洪大新力合悦滨江(东新地铁站4号口步行430米),,3.5,09:00-22:00,115.836261,28.595917,南昌市,南昌县,B0L2LOQ14C,试点地区搜索
江西省心理康复中心心理门诊,其他,上坊路43号,,4.2,,115.931582,28.678164,南昌市,青山湖区,B0FFF9T3VO,试点地区搜索
江西省心理康复中心,其他,青山湖上坊路155号,,,09:00-21:00,115.932197,28.678213,南昌市,青山湖区,B0317021FM,试点地区搜索
红谷滩区心理健康服务中心,心理咨询中心,长江路与凤凰北大道交叉口东南180米,,3.3,,115.877078,28.717067,南昌市,红谷滩区,B0L2B5JUZI,试点地区搜索
东湖区宗阿姨心理咨询中心,心理咨询中心,民德路与火神庙巷交叉口西北40米,,2.7,,115.892075,28.677975,南昌市,东湖区,B0L354DQ98,试点地区搜索
江西师大国家大学科技园社会心理服务中心,其他,彭家桥街道师范大学科技园122室,,,,115.924897,28.675966,南昌市,东湖区,B0KKYCG3C2,试点地区搜索
江西省心理康复中心,其他,金鹰路与航空路交叉口东120米,,,,115.935097,28.613249,南昌市,青云谱区,B0LD4XQKJH,试点地区搜索
摆渡·大型生化危机丧尸体验馆,其他,渊明北路3号(八一馆地铁站2号口步行180米),,3.7,14:00-02:00,115.893473,28.676344,南昌市,东湖区,B0G25UV5DY,试点地区搜索
山东省精神卫生中心门诊楼,精神专科医院,文化东路与冶金宾馆路交叉口东北160米,,,07:00-21:45,117.063036,36.655618,济南市,历下区,B0FFH8BW5V,试点地区搜索
山东大学附属精神卫生中心,精神专科医院,文化东路49号,,,09:00-21:00,117.062980,36.655580,济南市,历下区,B0IDLASVGE,试点地区搜索
济南神安医院,其他,英雄山路412号409室,15665767200,4.9,08:00-17:00,117.003200,36.598467,济南市,市中区,B0GD3U21WU,试点地区搜索
济南市章丘区精神卫生中心,精神专科医院,官庄街道办事处养军店村东南,0531-83856051,,24小时营业,117.582125,36.668792,济南市,章丘区,B0HKN5PEZE,试点地区搜索
济南市精神卫生中心,精神专科医院,万德街道G3高速与万德立交交叉口正东方向490米,0531-89618655,,24小时营业,116.912412,36.344974,济南市,长清区,B0GKZD8M6U,试点地区搜索
济南市第二精神卫生中心,精神专科医院,香磨李社区东北门东南150米,,,24小时营业,116.998472,36.707716,济南市,天桥区,B0HG06U8UE,试点地区搜索
山东省精神医学研究所,其他,文化东路49号,,,,117.063222,36.656416,济南市,历下区,B021305GU9,试点地区搜索
济南神康医院,其他,唐冶中路地球村财富中心,0531-88190909,,,117.227066,36.693634,济南市,历城区,B0LAKAJ2Z3,试点地区搜索
山东省精神卫生中心燕山院区,精神专科医院,燕子山东路24号,,,,117.062274,36.657778,济南市,历下区,B0LB4UG9FH,试点地区搜索
济南中医癫痫病医院,其他,张庄路190号,0531-69985221;0531-69986598,,08:00-17:00,116.937729,36.662560,济南市,槐荫区,B0FFIHKQ7W,试点地区搜索
商河县精神康复中心,其他,,0531-58682379,,,117.179776,37.230819,济南市,商河县,B0FFH740PL,试点地区搜索
济南市历城区精神卫生防治中心,其他,327省道(锦绣川乡卫生院内),0531-82811292,,,117.146304,36.504710,济南市,历城区,B0FFGAPY78,试点地区搜索
济南市神安抑郁症研究院,其他,英雄山路410号,0531-86703292,,08:00-17:30,117.002605,36.598538,济南市,市中区,B0I3GSGPTY,试点地区搜索
济南中医精神专科医院,其他,二环东路3777号,18766189860,,,117.072775,36.672775,济南市,历城区,B0FFI35Q3X,试点地区搜索
济南乐新生精神病医院,其他,五峰山路6号,18560209686,,,116.832241,36.444658,济南市,长清区,B0KG4HSQKZ,试点地区搜索
济南市中医精神卫生中心,精神专科医院,二环东路3889号,0531-58912758,,,117.072645,36.672659,济南市,历城区,B0FFGYBO26,试点地区搜索
平阴县精神卫生防治中心综合楼,其他,105国道与澳海街交叉口西北40米,,,,116.463875,36.176725,济南市,平阴县,B0H6ZZPO4S,试点地区搜索
精神卫生中心心理咨询门诊,精神专科医院,兴河街与德阳路交叉口东180米,,4.0,,117.126953,36.933666,济南市,济阳区,B0JRH1NE2G,试点地区搜索
山东省精神卫生中心便民综合门诊,精神专科医院,文化东路与冶金宾馆路交叉口东北160米,,,,117.062985,36.655612,济南市,历下区,B0FFI9XPDC,试点地区搜索
济南远大脑康医院-精神障碍中心,其他,二环东路辅路与山大南路交叉口西北100米,,,,117.072810,36.672779,济南市,历城区,B0GRXO9E9V,试点地区搜索
济南市天桥第二人民医院,其他,标山路10号,0531-85713287,,,116.998467,36.707718,济南市,天桥区,B021304F3V,试点地区搜索
精神卫生中心病房楼(建设中),精神专科医院,德阳路以东兴河街以南,,,24小时营业,117.126875,36.933675,济南市,济阳区,B0FFKHUEQX,试点地区搜索
济南神安医院青少年心理门诊,其他,英雄山路412号,15665767200,,,117.003137,36.598485,济南市,市中区,B0JULRMNN8,试点地区搜索
济南天使儿童医院青少年心理咨询诊疗中心,心理咨询中心,少年路7-1号,19015455198,,09:00-17:00,117.013226,36.672801,济南市,天桥区,B0JROCWIUX,试点地区搜索
济南远大心理障碍研究卫生中心,其他,二环东路3889号,13370568194,,,117.072900,36.672488,济南市,历城区,B0FFGLP63C,试点地区搜索
山东省精神科心理咨询中心,心理咨询中心,文化东路49号精神卫生中心3层,,4.3,,117.063075,36.655375,济南市,历下区,B021305H0E,试点地区搜索
济南六一儿童医院,其他,二环东路3399-1号,15562632190,,08:00-17:00,117.072737,36.677019,济南市,历城区,B02130XU76,试点地区搜索
济南天使儿童医院,其他,少年路7号3幢6幢,19153131808,,08:00-17:00,117.013326,36.672982,济南市,天桥区,B0I1NUCUYV,试点地区搜索
济南心理医院,其他,二环东路3859号,18766189860,4.1,,117.072701,36.672675,济南市,历城区,B0L6UR0I8X,试点地区搜索
北京大学人民医院青少年儿童心理健康联合诊疗中心,心理咨询中心,济南天使儿童医院南门旁,,,,117.013275,36.672825,济南市,天桥区,B0LUXORVO6,试点地区搜索
济南神康医院心理咨询中心,心理咨询中心,唐冶中路济南地球村财富广场,,4.0,,117.227286,36.693836,济南市,历城区,B0L1G7BARK,试点地区搜索
山东第一医科大学第三附属医院,三甲医院,无影山路38号,,,24小时营业,116.978195,36.685823,济南市,天桥区,B0FFLNWMUO,试点地区搜索
济南市心理健康中心,心理咨询中心,济南市精神卫生中心东侧120米,,3.7,,116.913725,36.345375,济南市,长清区,B0L2BUL88U,试点地区搜索
济南六一儿童医院-矮小症研究中心,其他,二环东路3399-1号,,3.6,,117.072858,36.677098,济南市,历城区,B0L2SK55OX,试点地区搜索
妙如意中医·心理咨询,心理咨询中心,尚品燕园4号1-102,13370517432,3.6,09:30-19:00,117.107523,36.700880,济南市,历下区,B0JA1MO2BN,试点地区搜索
纽扣家庭教育心理咨询中心(槐荫店),心理咨询中心,经十路和谐广场银座中心3号楼8楼,15106973436,4.4,09:00-18:30,116.976326,36.649652,济南市,槐荫区,B0HKHXE3U4,试点地区搜索
济南智善心理,其他,经十路7000号汉峪金融商务中心六区5号楼902室,0531-88999959,4.5,09:00-18:00,117.149778,36.662552,济南市,历城区,B0LGBU5GG4,试点地区搜索
济南远大脑康心理咨询中心,心理咨询中心,山大路街道二环东路3889号301室,0531-86976388,4.3,08:00-17:00,117.072625,36.672725,济南市,历城区,B0J03U5LEK,试点地区搜索
心梦想心理咨询,心理咨询中心,文化东路24号普利文东花园1号楼一单元1901,0531-88802852;15662447268,4.4,09:00-17:30,117.062973,36.654450,济南市,历下区,B0HUJC0Y7V,试点地区搜索
润霖心理,其他,绿城兰悦3号楼1115号,13075311460;18678878008,3.6,09:00-19:00,117.063842,36.654192,济南市,历下区,B0KKA7PBJX,试点地区搜索
生花心理咨询,心理咨询中心,解放东路金宇大厦1号楼11层,15376152768,4.1,09:00-21:00,117.116025,36.663475,济南市,历下区,B0LDJSW0NZ,试点地区搜索
晨安心理咨询,心理咨询中心,花园路168号二建融基大厦1606室,17864157278,3.7,09:00-18:00,117.059497,36.682485,济南市,历城区,B0LBHHZ9O0,试点地区搜索
纽扣青少年心理成长基地,其他,张夏镇高庄村,,4.4,09:00-21:00,116.986214,36.413988,济南市,长清区,B0JG7CYNLQ,试点地区搜索
迟遇心理咨询中心(绿地中心店),心理咨询中心,泺源街道共青团路25号绿地中心,13153033508,3.8,24小时营业,117.007307,36.663067,济南市,市中区,B0FFMFK27C,试点地区搜索
好心情青少年心理咨询中心,心理咨询中心,奥体西路与新泺大街交汇处绿地中央公馆一区19号楼902,15330079295,4.0,09:00-18:00,117.108277,36.673581,济南市,历下区,B0LUSA0R15,试点地区搜索
纽扣家庭教育心理咨询中心(历下店),心理咨询中心,姚家街道山左路1097号济南平安金融中心写字楼19层1901,15106973436,4.2,09:00-18:00,117.104482,36.668022,济南市,历下区,B0LGDMF1M3,试点地区搜索
盛源源魔法事务局,其他,华润悦玺公寓3916室,18663725370,3.6,13:00-22:00,117.099540,36.659955,济南市,历下区,B0JKVZMJXD,试点地区搜索
中祺心理咨询中心(总部),心理咨询中心,共青团路25号绿地普利中心709-710室,0531-88983765,4.0,09:00-12:00 14:00-21:00,117.007376,36.662980,济南市,市中区,B0FFIUJYTM,试点地区搜索
济南好心情心理咨询中心(奥体中心店),心理咨询中心,奥体西路与新泺大街交汇处绿地中央公馆二区1号楼106,0531-80992027;13370593317,4.1,09:00-21:00,117.109477,36.671543,济南市,历下区,B0IRRDEAH9,试点地区搜索
心者心理咨询工作室,心理咨询中心,兴隆街道二环南路山东大学国家大学科技园南区15A栋9层910,13165137121,4.0,09:00-18:30,117.039080,36.595681,济南市,市中区,B0I2HA068Z,试点地区搜索
含翠心理咨询(翡翠华庭店),心理咨询中心,翡翠华庭2期8号楼2单元105,18518886178;18911265075,3.6,09:00-21:00,116.926643,36.673374,济南市,槐荫区,B0LUGB9NDR,试点地区搜索
济南一间心理咨询工作室,心理咨询中心,舜义路与龙奥北路交叉口西南60米,18660187353,3.8,09:00-20:00,117.132465,36.653668,济南市,历下区,B0K6SU3PKY,试点地区搜索
鑫盛堂,其他,羊头峪山庄62号,13276441419,4.2,09:00-21:00,117.058448,36.635379,济南市,历下区,B0I0U55PXK,试点地区搜索
济南市医教结合学生心理健康研究促进中心,心理咨询中心,燕山小学西门西南50米,,3.8,,117.062587,36.658034,济南市,历下区,B0JGHKQ1TL,试点地区搜索
济南一米关爱·儿童心理咨询,心理咨询中心,制锦市街道少年路7号3幢-01室,0531-58263293,3.8,08:00-17:00,117.013229,36.672859,济南市,天桥区,B0K31CPOEE,试点地区搜索
心境空间心理咨询有限公司(抑郁焦虑情绪调节压力应对),心理咨询中心,解放路街道历山路137号A01、A02室(大红门上四楼),13605311202;19953148717,3.7,09:00-18:00,117.038565,36.661078,济南市,历下区,B0GRDDGVW7,试点地区搜索
晨安心理咨询,心理咨询中心,文昌街道办事处东王村汇富商务公寓楼B座2-902,17864157278,3.7,09:00-21:00,116.767279,36.548763,济南市,长清区,B0LGHASINM,试点地区搜索
静心心理咨询中心,心理咨询中心,明湖广场3号楼1612-1616号,15563363536,4.1,08:00-18:00,117.007053,36.675220,济南市,天桥区,B0HD96XYHV,试点地区搜索
合光中式心理咨询工作室,心理咨询中心,正大南环国际中心2号楼616,15589960808,3.6,09:00-21:00,116.996235,36.597885,济南市,市中区,B0LAVC2EQI,试点地区搜索
山东第二医科大学附属济南第四人民医院,三甲医院,北村街道师范路50路,0531-81313607;0531-81313666,,24小时营业,116.979483,36.694864,济南市,天桥区,B021303IDB,试点地区搜索
山东颐养健康集团莱芜中心医院,综合医院,颜庄街道友谊北路3号,0634-6056120,,24小时营业,117.719638,36.154201,济南市,钢城区,B027A012A7,试点地区搜索
新矿集团莱芜中心医院精神科,综合医院,莱新中学北150米,,,,117.708260,36.158026,济南市,莱芜区,B0FFFQLHSR,试点地区搜索
